"Date","Price","Open","High","Low","Vol.","Change %"
"06/08/2000","0.85","0.87","0.88","0.83","238.53M","-1.16%"
"06/07/2000","0.86","0.84","0.87","0.82","337.02M","3.61%"
"06/06/2000","0.83","0.82","0.86","0.81","525.48M","1.22%"
"06/05/2000","0.82","0.83","0.85","0.80","323.67M","-1.20%"
"06/02/2000","0.83","0.84","0.89","0.79","792.85M","3.75%"
"06/01/2000","0.80","0.73","0.80","0.72","903.84M","6.67%"
"05/31/2000","0.75","0.78","0.81","0.75","433.51M","-3.85%"
"05/30/2000","0.78","0.78","0.79","0.73","713.06M","1.30%"
"05/26/2000","0.77","0.79","0.80","0.76","181.15M","-1.28%"
"05/25/2000","0.78","0.79","0.83","0.77","406.75M","0.00%"
"05/24/2000","0.78","0.77","0.80","0.74","678.46M","1.30%"
"05/23/2000","0.77","0.81","0.83","0.76","517.59M","-3.75%"
"05/22/2000","0.80","0.84","0.84","0.77","755.62M","-4.76%"
"05/19/2000","0.84","0.89","0.89","0.83","740.67M","-6.67%"
"05/18/2000","0.90","0.92","0.94","0.90","373.78M","-1.10%"
"05/17/2000","0.91","0.93","0.93","0.90","398.09M","-3.19%"
"05/16/2000","0.94","0.93","0.97","0.92","440.45M","4.44%"
"05/15/2000","0.90","0.96","0.96","0.89","678.93M","-6.25%"
"05/12/2000","0.96","0.95","0.99","0.94","306.91M","4.35%"
"05/11/2000","0.92","0.91","0.93","0.88","499.74M","3.37%"
"05/10/2000","0.89","0.93","0.94","0.88","535.09M","-5.32%"
"05/09/2000","0.94","0.98","0.99","0.94","327.14M","-4.08%"
"05/08/2000","0.98","1.00","1.02","0.98","184.90M","-2.97%"
"05/05/2000","1.01","0.99","1.02","0.99","284.08M","2.02%"
"05/04/2000","0.99","1.03","1.03","0.99","399.52M","-3.88%"
"05/03/2000","1.03","1.06","1.08","1.00","489.80M","-1.90%"
"05/02/2000","1.05","1.10","1.13","1.05","236.43M","-5.41%"
"05/01/2000","1.11","1.11","1.12","1.09","226.20M","0.00%"
"04/28/2000","1.11","1.14","1.14","1.08","249.58M","-1.77%"
"04/27/2000","1.13","1.05","1.13","1.04","326.60M","4.63%"
"04/26/2000","1.08","1.13","1.14","1.07","366.91M","-6.09%"
"04/25/2000","1.15","1.09","1.15","1.09","391.64M","6.48%"
"04/24/2000","1.08","1.03","1.08","1.02","443.62M","1.89%"
"04/20/2000","1.06","1.10","1.11","1.05","722.12M","-1.85%"
"04/19/2000","1.08","1.13","1.16","1.07","520.15M","-4.42%"
"04/18/2000","1.13","1.10","1.13","1.07","390.96M","1.80%"
"04/17/2000","1.11","0.98","1.11","0.97","409.56M","11.00%"
"04/14/2000","1.00","0.98","1.05","0.97","667.62M","-1.96%"
"04/13/2000","1.02","1.00","1.07","0.97","529.83M","4.08%"
"04/12/2000","0.98","1.06","1.06","0.94","941.53M","-8.41%"
"04/11/2000","1.07","1.10","1.11","1.05","541.82M","-4.46%"
"04/10/2000","1.12","1.18","1.19","1.11","212.26M","-5.08%"
"04/07/2000","1.18","1.14","1.18","1.12","242.45M","5.36%"
"04/06/2000","1.12","1.17","1.20","1.10","259.63M","-3.45%"
"04/05/2000","1.16","1.13","1.19","1.11","457.67M","1.75%"
"04/04/2000","1.14","1.18","1.19","1.04","660.34M","-4.20%"
"04/03/2000","1.19","1.21","1.25","1.16","328.56M","-1.65%"
"03/31/2000","1.21","1.14","1.23","1.12","404.63M","8.04%"
"03/30/2000","1.12","1.19","1.23","1.12","414.40M","-7.44%"
"03/29/2000","1.21","1.24","1.24","1.19","239.89M","-2.42%"
"03/28/2000","1.24","1.23","1.27","1.22","202.97M","-0.80%"
"03/27/2000","1.25","1.23","1.29","1.22","279.18M","0.81%"
"03/24/2000","1.24","1.27","1.29","1.21","446.91M","-1.59%"
"03/23/2000","1.26","1.27","1.34","1.25","562.57M","-2.33%"
"03/22/2000","1.29","1.19","1.29","1.17","568.00M","7.50%"
"03/21/2000","1.20","1.09","1.22","1.09","524.33M","9.09%"
"03/20/2000","1.10","1.10","1.13","1.09","204.49M","-1.79%"
"03/17/2000","1.12","1.07","1.12","1.07","305.04M","2.75%"
"03/16/2000","1.09","1.05","1.09","1.02","378.10M","4.81%"
"03/15/2000","1.04","1.03","1.07","1.02","443.61M","1.96%"
"03/14/2000","1.02","1.08","1.11","1.02","428.58M","-5.56%"
"03/13/2000","1.08","1.09","1.13","1.07","304.76M","-3.57%"
"03/10/2000","1.12","1.09","1.14","1.08","248.61M","2.75%"
"03/09/2000","1.09","1.08","1.12","1.06","276.72M","0.00%"
"03/08/2000","1.09","1.10","1.11","1.06","271.23M","-0.91%"
"03/07/2000","1.10","1.13","1.14","1.08","273.01M","-1.79%"
"03/06/2000","1.12","1.12","1.15","1.12","210.56M","-1.75%"
"03/03/2000","1.14","1.11","1.14","1.07","323.37M","4.59%"
"03/02/2000","1.09","1.13","1.14","1.08","311.26M","-6.03%"
"03/01/2000","1.16","1.06","1.18","1.06","1.08B","13.73%"
"02/29/2000","1.02","1.01","1.05","1.01","368.96M","0.99%"
"02/28/2000","1.01","0.98","1.03","0.97","328.33M","2.02%"
"02/25/2000","0.99","1.03","1.04","0.98","249.14M","-3.88%"
"02/24/2000","1.03","1.05","1.06","1.00","376.43M","-0.96%"
"02/23/2000","1.04","1.01","1.06","0.99","473.10M","1.96%"
"02/22/2000","1.02","0.98","1.04","0.95","422.30M","3.03%"
"02/18/2000","0.99","1.02","1.03","0.99","233.44M","-3.88%"
"02/17/2000","1.03","1.03","1.03","1.01","289.50M","0.98%"
"02/16/2000","1.02","1.05","1.05","1.00","378.25M","-3.77%"
"02/15/2000","1.06","1.03","1.07","1.03","485.74M","2.91%"
"02/14/2000","1.03","0.98","1.03","0.97","367.54M","6.19%"
"02/11/2000","0.97","1.01","1.02","0.97","212.25M","-3.96%"
"02/10/2000","1.01","1.01","1.02","0.97","302.98M","0.00%"
"02/09/2000","1.01","1.02","1.05","1.00","299.37M","-1.94%"
"02/08/2000","1.03","1.02","1.04","0.99","408.64M","0.98%"
"02/07/2000","1.02","0.96","1.02","0.95","441.07M","6.25%"
"02/04/2000","0.96","0.93","0.98","0.93","425.32M","4.35%"
"02/03/2000","0.92","0.90","0.93","0.90","475.19M","4.55%"
"02/02/2000","0.88","0.90","0.91","0.87","464.20M","-2.22%"
"02/01/2000","0.90","0.93","0.94","0.89","318.04M","-3.23%"
"01/31/2000","0.93","0.90","0.93","0.84","701.68M","2.20%"
"01/28/2000","0.91","0.97","0.99","0.90","423.36M","-7.14%"
"01/27/2000","0.98","0.97","1.01","0.96","340.14M","0.00%"
"01/26/2000","0.98","0.98","1.02","0.98","367.16M","-2.00%"
"01/25/2000","1.00","0.94","1.01","0.91","497.20M","5.26%"
"01/24/2000","0.95","0.97","1.01","0.94","440.99M","-4.04%"
"01/21/2000","0.99","1.02","1.02","0.98","495.93M","-1.98%"
"01/20/2000","1.01","1.03","1.08","1.01","1.83B","6.32%"
"01/19/2000","0.95","0.94","0.97","0.92","597.64M","2.15%"
"01/18/2000","0.93","0.90","0.95","0.90","459.18M","3.33%"
"01/14/2000","0.90","0.89","0.91","0.89","390.38M","4.65%"
"01/13/2000","0.86","0.84","0.88","0.83","1.03B","10.26%"
"01/12/2000","0.78","0.85","0.85","0.77","976.07M","-6.02%"
"01/11/2000","0.83","0.86","0.89","0.81","441.49M","-4.60%"
"01/10/2000","0.87","0.91","0.91","0.85","505.06M","-2.25%"
"01/07/2000","0.89","0.86","0.90","0.85","460.73M","4.71%"
"01/06/2000","0.85","0.95","0.96","0.85","767.98M","-8.60%"
"01/05/2000","0.93","0.93","0.99","0.92","778.32M","1.09%"
"01/04/2000","0.92","0.97","0.99","0.90","511.73M","-8.00%"
"01/03/2000","1.00","0.94","1.00","0.91","535.82M","8.70%"
"12/31/1999","0.92","0.90","0.92","0.89","163.81M","2.22%"
"12/30/1999","0.90","0.91","0.93","0.89","207.14M","0.00%"
"12/29/1999","0.90","0.86","0.91","0.85","284.50M","2.27%"
"12/28/1999","0.88","0.89","0.89","0.85","247.58M","-1.12%"
"12/27/1999","0.89","0.93","0.93","0.89","168.39M","-3.26%"
"12/23/1999","0.92","0.91","0.93","0.90","229.53M","3.37%"
"12/22/1999","0.89","0.92","0.93","0.88","327.07M","-3.26%"
"12/21/1999","0.92","0.88","0.92","0.87","307.60M","5.75%"
"12/20/1999","0.87","0.89","0.89","0.86","283.99M","-2.25%"
"12/17/1999","0.89","0.90","0.91","0.88","495.01M","1.14%"
"12/16/1999","0.88","0.87","0.88","0.84","463.83M","1.15%"
"12/15/1999","0.87","0.83","0.87","0.81","622.98M","2.35%"
"12/14/1999","0.85","0.88","0.89","0.85","435.87M","-3.41%"
"12/13/1999","0.88","0.91","0.92","0.88","529.96M","-4.35%"
"12/10/1999","0.92","0.94","0.98","0.88","637.76M","-2.13%"
"12/09/1999","0.94","0.99","0.99","0.90","855.20M","-4.08%"
"12/08/1999","0.98","1.04","1.05","0.98","412.35M","-6.67%"
"12/07/1999","1.05","1.04","1.05","1.02","445.02M","0.96%"
"12/06/1999","1.04","1.02","1.05","0.99","466.78M","0.97%"
"12/03/1999","1.03","1.00","1.03","1.00","647.92M","5.10%"
"12/02/1999","0.98","0.92","0.99","0.91","567.36M","6.52%"
"12/01/1999","0.92","0.90","0.93","0.89","618.57M","5.75%"
"11/30/1999","0.87","0.88","0.93","0.87","843.18M","3.57%"
"11/29/1999","0.84","0.84","0.89","0.83","464.16M","-1.18%"
"11/26/1999","0.85","0.85","0.85","0.84","132.07M","0.00%"
"11/24/1999","0.85","0.83","0.85","0.82","215.11M","2.41%"
"11/23/1999","0.83","0.82","0.85","0.79","543.31M","2.47%"
"11/22/1999","0.81","0.82","0.82","0.80","203.36M","-2.41%"
